StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ExternalReference,DistributionChannel,UserLanguage,Q29,Q31,Q31,Q4,Q20,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q8_16,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q18,Q20,ID,FL_8_DO
3/5/2021 13:44,3/5/2021 13:46,IP Address,100,112,TRUE,3/5/2021 13:46,R_1rGKphJfmIT0Ti3,6055,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/5/2021,North America,Neither Unlikely Nor Likely,Neither Unlikely Nor Likely,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Yes,Female,White,"$150,000 or above",Liberal,Just About Right,Slightly knowledgeable,Once a Month,Once a Month,6055,Treatment1
3/5/2021 13:57,3/5/2021 14:00,IP Address,100,162,TRUE,3/5/2021 14:00,R_2AMus4ds4BFqJes,6124,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/5/2021,North America,Very Likely,Likely,Unsure,Unsure,Agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Unsure,Strongly agree,Agree,Agree,Yes,Female,Latino or Hispanic,"$90,000 to $149,999",Very Liberal,Too Low,Moderately knowledgeable,Once a Week,Once a Week,6124,Treatment2
3/5/2021 14:01,3/5/2021 14:05,IP Address,100,277,TRUE,3/5/2021 14:05,R_2b1M0TDiXz8dTjj,5675,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/5/2021,North America,Very Likely,Very Likely,Unsure,Disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Unsure,Strongly Disagree,Agree,Disagree,Strongly agree,Yes,Male,White,"$150,000 or above",Lean LIberal,Too Low,Very knowledgeable,A Few Times a Week,A Few Times a Week,5675,Treatment1
3/5/2021 14:03,3/5/2021 14:08,IP Address,100,277,TRUE,3/5/2021 14:08,R_2q8EYMERviZ8VV1,6225,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/5/2021,North America,Unlikely,Very Unlikely,Unsure,Strongly agree,Disagree,Agree,Unsure,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Disagree,Agree,Disagree,Yes,Male,White,"$150,000 or above",Conservative,Too High,Slightly knowledgeable,Never or Rarely,Never or Rarely,6225,Treatment2
3/5/2021 14:29,3/5/2021 14:34,IP Address,100,300,TRUE,3/5/2021 14:34,R_22XEDpqbPybW4og,6037,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/5/2021,North America,Likely,Likely,Unsure,Unsure,Agree,Unsure,Agree,Disagree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Agree,Strongly Disagree,Agree,Unsure,Unsure,Yes,Female,Asian,"Less than $20,000",Lean LIberal,Slightly Too Liow,Slightly knowledgeable,Never or Rarely,Never or Rarely,6037,Treatment1
3/5/2021 14:34,3/5/2021 14:42,IP Address,100,476,TRUE,3/5/2021 14:42,R_22lb2idULp0v7ir,3787,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/5/2021,North America,Likely,Likely,Unsure,Agree,Disagree,Agree,Agree,Unsure,Unsure,Agree,Unsure,Unsure,Unsure,Unsure,Agree,Unsure,Agree,Unsure,Yes,Male,Latino or Hispanic,"$20,000 to $39,999",Lean Conservative,Too High,Moderately knowledgeable,A Few Times a Month,Once a Month,3787,Treatment2
3/5/2021 14:52,3/5/2021 14:56,IP Address,100,212,TRUE,3/5/2021 14:56,R_1jTEg3pHIxRVOt1,6120,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/5/2021,North America,Very Likely,Very Likely,Strongly agree,Unsure,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Unsure,Strongly agree,Yes,Male,White,"$20,000 to $39,999",Lean LIberal,Far Too High,Moderately knowledgeable,A Few Times a Week,Once a Week,6120,Treatment1
3/5/2021 15:08,3/5/2021 15:11,IP Address,100,133,TRUE,3/5/2021 15:11,R_3Emsc7pIl0ZlyBr,4852,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/5/2021,North America,Very Likely,Very Likely,Strongly agree,Disagree,Strongly agree,Unsure,Strongly agree,Disagree,Strongly agree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly agree,Yes,Female,Asian,"$90,000 to $149,999",Very Liberal,Slightly Too Liow,Moderately knowledgeable,A Few Times a Month,A Few Times a Month,4852,Treatment2
3/5/2021 15:10,3/5/2021 15:15,IP Address,100,252,TRUE,3/5/2021 15:15,R_3sdISUW7mjjV6zt,6083,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/5/2021,North America,Likely,Likely,Disagree,Unsure,Strongly agree,Unsure,Agree,Agree,Strongly agree,Agree,Disagree,Unsure,Strongly Disagree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Yes,Female,Asian,"$40,000 to $59,999",Lean LIberal,Too Low,Slightly knowledgeable,Never or Rarely,A Few Times a Month,6083,Treatment2
3/5/2021 15:43,3/5/2021 15:47,IP Address,100,238,TRUE,3/5/2021 15:47,R_AMOZLudeJyAN5Qd,6016,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/5/2021,North America,Neither Unlikely Nor Likely,Neither Unlikely Nor Likely,Agree,Unsure,Agree,Disagree,Agree,Disagree,Unsure,Agree,Disagree,Agree,Unsure,Disagree,Agree,Agree,Disagree,Unsure,Yes,Male,White,"$60,000 to $89,999",Lean Conservative,Far Too High,Moderately knowledgeable,A Few Times a Week,Once a Month,6016,Treatment1
3/5/2021 16:00,3/5/2021 16:06,IP Address,100,320,TRUE,3/5/2021 16:06,R_324uqtxApz1NnM9,3395,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/5/2021,North America,Likely,Neither Unlikely Nor Likely,Agree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Unsure,Unsure,Disagree,Agree,Unsure,Agree,No,Female,Asian,"$60,000 to $89,999",Lean Conservative,Slightly Too Liow,Moderately knowledgeable,A Few Times a Week,A Few Times a Month,3395,Treatment1
3/5/2021 18:16,3/5/2021 18:20,IP Address,100,229,TRUE,3/5/2021 18:20,R_3erAG7MxTT8129k,6087,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/5/2021,North America,Very Likely,Very Likely,Agree,Disagree,Agree,Disagree,Strongly agree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Strongly agree,Yes,Male,White,"$90,000 to $149,999",Liberal,Too Low,Very knowledgeable,A Few Times a Week,Once a Week,6087,Treatment2
3/5/2021 18:57,3/5/2021 19:01,IP Address,100,215,TRUE,3/5/2021 19:01,R_3EtCfJU6VWXNlyw,6039,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/5/2021,North America,Very Likely,Very Likely,Agree,Unsure,Agree,Unsure,Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Unsure,Disagree,Agree,Yes,Female,White,"$60,000 to $89,999",Lean LIberal,Just About Right,Moderately knowledgeable,Once a Month,Once a Month,6039,Treatment1
3/6/2021 2:32,3/6/2021 2:36,IP Address,100,261,TRUE,3/6/2021 2:36,R_02qX6i1Hd9MtQkh,3818,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/6/2021,North America,Very Likely,Very Likely,Strongly agree,Disagree,Agree,Unsure,Strongly agree,Unsure,Strongly agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Unsure,Unsure,Strongly agree,Yes,Female,Latino or Hispanic,"Less than $20,000",Liberal,Too Low,Slightly knowledgeable,Once a Week,A Few Times a Month,3818,Treatment2
3/6/2021 13:08,3/6/2021 13:19,IP Address,100,693,TRUE,3/6/2021 13:19,R_2fkWdpjbJSmwpVt,4298,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/6/2021,North America,Very Likely,Very Likely,Strongly agree,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,Strongly agree,Yes,Female,White,"$150,000 or above",Lean LIberal,Just About Right,Moderately knowledgeable,A Few Times a Month,Once a Month,4298,Treatment2
3/6/2021 14:23,3/6/2021 14:24,IP Address,100,88,TRUE,3/6/2021 14:24,R_3ERcnkJHCLt7XeP,5243,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/6/2021,North America,Very Likely,Likely,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,No,Male,Asian,"$150,000 or above",Centrist/Moderate,Slightly Too High,Slightly knowledgeable,A Few Times a Month,A Few Times a Month,5243,Treatment1
3/6/2021 14:22,3/6/2021 14:29,IP Address,100,417,TRUE,3/6/2021 14:29,R_2dF7GXy6S3r8EDK,6280,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/6/2021,North America,Very Likely,Very Likely,Agree,Strongly Disagree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Strongly Disagree,Agree,Strongly Disagree,Strongly agree,Yes,Female,White,"$150,000 or above",Very Liberal,Too Low,Very knowledgeable,A Few Times a Month,A Few Times a Month,6280,Treatment2
3/6/2021 14:54,3/6/2021 14:59,IP Address,100,261,TRUE,3/6/2021 14:59,R_1FKVM0MEC9T9sh4,4599,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/6/2021,North America,Very Likely,Likely,Unsure,Strongly Disagree,Agree,Unsure,Strongly agree,Unsure,Strongly agree,Agree,Strongly Disagree,Strongly agree,Strongly Disagree,Unsure,Strongly Disagree,Agree,Unsure,Strongly agree,Yes,Female,White,"$90,000 to $149,999",Very Liberal,Too High,Very knowledgeable,A Few Times a Week,Once a Week,4599,Treatment1
3/6/2021 15:10,3/6/2021 15:14,IP Address,100,234,TRUE,3/6/2021 15:14,R_1ezNQNcKWclWYic,3519,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/6/2021,North America,Very Likely,Very Likely,Strongly agree,Agree,Agree,Unsure,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Unsure,Strongly Disagree,Agree,Strongly Disagree,Unsure,Strongly Disagree,Strongly agree,Yes,Female,White,"$40,000 to $59,999",Liberal,Too High,Not knowledgeable at all,Never or Rarely,Never or Rarely,3519,Treatment2
3/6/2021 18:04,3/6/2021 18:10,IP Address,100,355,TRUE,3/6/2021 18:10,R_3fNtzDYAyrpn85m,3820,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/6/2021,North America,Neither Unlikely Nor Likely,Neither Unlikely Nor Likely,Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Unsure,Agree,Unsure,Agree,Agree,Agree,Agree,Unsure,Unsure,Agree,Yes,Male,Latino or Hispanic,"$60,000 to $89,999",Centrist/Moderate,Just About Right,Moderately knowledgeable,Once a Week,Never or Rarely,3820,Treatment1
3/6/2021 18:19,3/6/2021 18:22,IP Address,100,180,TRUE,3/6/2021 18:22,R_3Ibx8VOluO49xtL,6214,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/6/2021,North America,Very Likely,Very Likely,Agree,Unsure,Strongly agree,Unsure,Strongly agree,Strongly agree,Strongly agree,Agree,Unsure,Agree,Unsure,Agree,Unsure,Agree,Strongly agree,Unsure,Yes,Male,Other,"Less than $20,000",Conservative,Just About Right,Slightly knowledgeable,Once a Week,Never or Rarely,6214,Treatment2
3/6/2021 18:41,3/6/2021 18:46,IP Address,100,291,TRUE,3/6/2021 18:46,R_2zw2GRUKyyvLIOH,5313,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/6/2021,North America,Likely,Likely,Unsure,Unsure,Agree,Agree,Agree,Agree,Unsure,Agree,Unsure,Agree,Disagree,Disagree,Unsure,Agree,Unsure,Agree,Yes,Male,White,"Less than $20,000",Lean LIberal,Slightly Too High,Slightly knowledgeable,Once a Month,Once a Month,5313,Treatment1
3/6/2021 19:19,3/6/2021 19:24,IP Address,100,252,TRUE,3/6/2021 19:24,R_0TaP3fQtZwBkB1L,6168,anonymous,EN,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",3/6/2021,North America,Very Likely,Very Likely,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Unsure,Strongly agree,Strongly Disagree,Unsure,Strongly agree,Strongly agree,Unsure,Strongly agree,Yes,Male,White,"Less than $20,000",Conservative,Far Too High,Extremely knowledgeable,Once a Week,A Few Times a Month,6168,Treatment1
